state,Area name,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher
SD,McCook ,443,"1,234","1,092",846,12.3,34.1,30.2,23.4
SD,McPherson ,290,581,595,287,16.5,33.1,33.9,16.4
SD,Marshall ,256,"1,060","1,168",786,7.8,32.4,35.7,24
SD,Meade ,992,"5,482","6,555","4,864",5.5,30.6,36.6,27.2
SD,Mellette ,237,465,379,171,18.9,37.1,30.3,13.7
SD,Miner ,184,558,497,313,11.9,36,32,20.2
SD,Minnehaha ,"9,551","33,305","40,496","39,068",7.8,27.2,33.1,31.9
SD,Moody ,418,"1,450","1,628",929,9.4,32.8,36.8,21
SD,Oglala Lakota ,"1,732","1,827","2,811",849,24,25.3,38.9,11.8
SD,Pennington ,"4,623","21,310","25,682","22,814",6.2,28.6,34.5,30.7
SD,Perkins ,127,762,755,410,6.2,37.1,36.8,20
SD,Potter ,145,603,563,366,8.6,36,33.6,21.8
SD,Roberts ,756,"2,334","2,338","1,130",11.5,35.6,35.7,17.2
SD,Sanborn ,140,664,529,328,8.4,40,31.8,19.7
SD,Spink ,403,"1,631","1,440",990,9,36.5,32.3,22.2
SD,Stanley ,123,688,618,651,5.9,33.1,29.7,31.3
SD,Sully ,43,316,320,232,4.7,34.7,35.1,25.5
SD,Todd ,"1,097","1,464","1,613",785,22.1,29.5,32.5,15.8
SD,Tripp ,362,"1,560","1,108",830,9.4,40.4,28.7,21.5
SD,Turner ,380,"1,913","2,146","1,342",6.6,33.1,37.1,23.2
SD,Union ,850,"2,886","3,517","3,174",8.2,27.7,33.7,30.4
SD,Walworth ,384,"1,498","1,102",902,9.9,38.5,28.4,23.2
SD,Yankton ,"1,435","5,228","4,707","4,467",9.1,33,29.7,28.2
SD,Ziebach ,253,599,482,260,15.9,37.6,30.2,16.3
TN,Anderson ,"7,138","17,882","16,292","12,661",13.2,33.1,30.2,23.5
TN,Bedford ,"6,015","12,740","7,509","5,106",19.2,40.6,23.9,16.3
TN,Benton ,"2,263","5,500","2,576","1,484",19.1,46.5,21.8,12.6
TN,Bledsoe ,"2,795","4,318","2,605","1,433",25.1,38.7,23.4,12.9
TN,Blount ,"9,996","31,875","27,833","22,022",10.9,34.8,30.3,24
TN,Bradley ,"11,143","22,898","21,332","15,569",15.7,32.3,30.1,21.9
TN,Campbell ,"6,979","11,681","6,483","3,397",24.5,40.9,22.7,11.9
TN,Cannon ,"1,589","4,842","2,174","1,380",15.9,48.5,21.8,13.8
TN,Carroll ,"3,479","8,060","4,527","3,326",17.9,41.6,23.3,17.2
TN,Carter ,"7,154","16,384","11,061","6,964",17.2,39.4,26.6,16.8
TN,Cheatham ,"4,178","10,120","8,053","5,443",15,36.4,29,19.6
TN,Chester ,"1,512","4,478","3,208","1,800",13.7,40.7,29.2,16.4
TN,Claiborne ,"4,425","8,684","6,050","3,432",19.6,38.4,26.8,15.2
TN,Clay ,"1,084","2,579","1,114",818,19.4,46.1,19.9,14.6
TN,Cocke ,"5,440","11,539","5,691","2,738",21.4,45.4,22.4,10.8
TN,Coffee ,"5,095","14,366","10,368","7,266",13.7,38.7,27.9,19.6
TN,Crockett ,"1,858","4,126","2,581","1,281",18.9,41.9,26.2,13
TN,Cumberland ,"6,218","17,760","12,341","8,118",14,40,27.8,18.3
TN,Davidson ,"53,735","106,640","120,319","189,249",11.4,22.7,25.6,40.3
TN,Decatur ,"1,375","3,651","2,254","1,064",16.5,43.8,27,12.8
TN,DeKalb ,"2,799","5,894","3,078","2,187",20.1,42.2,22.1,15.7
TN,Dickson ,"6,015","14,665","9,400","5,478",16.9,41.2,26.4,15.4
TN,Dyer ,"4,416","9,511","7,228","4,310",17.3,37.3,28.4,16.9
TN,Fayette ,"3,869","9,560","9,225","6,269",13.4,33.1,31.9,21.7
TN,Fentress ,"2,570","5,638","2,795","1,733",20.2,44.3,21.9,13.6
TN,Franklin ,"3,616","11,350","7,516","5,876",12.8,40,26.5,20.7
TN,Gibson ,"5,027","12,900","9,379","5,929",15.1,38.8,28.2,17.8
TN,Giles ,"3,016","9,065","5,393","3,116",14.6,44,26.2,15.1
TN,Grainger ,"3,471","7,278","4,023","1,744",21,44.1,24.4,10.6
TN,Greene ,"8,117","20,945","12,752","7,564",16.4,42.4,25.8,15.3
TN,Grundy ,"2,274","3,936","1,997","1,132",24.3,42.1,21.4,12.1
TN,Hamblen ,"8,179","17,576","10,870","7,024",18.7,40.3,24.9,16.1
TN,Hamilton ,"27,043","68,818","76,418","78,191",10.8,27.5,30.5,31.2
TN,Hancock ,"1,134","2,039","1,059",551,23.7,42.6,22.1,11.5
TN,Hardeman ,"3,806","8,659","3,647","2,064",20.9,47.6,20.1,11.4
TN,Hardin ,"3,647","7,969","4,378","2,590",19.6,42.9,23.6,13.9
TN,Hawkins ,"6,637","17,551","10,768","5,701",16.3,43.2,26.5,14
TN,Haywood ,"2,208","5,555","2,999","1,550",17.9,45.1,24.4,12.6
TN,Henderson ,"3,637","7,770","5,261","2,666",18.8,40.2,27.2,13.8
TN,Henry ,"3,272","11,010","5,078","3,986",14,47.2,21.8,17.1
TN,Hickman ,"3,520","7,704","4,185","1,900",20.3,44.5,24.2,11
TN,Houston ,"1,336","2,651","1,156",609,23.2,46.1,20.1,10.6
TN,Humphreys ,"2,027","6,090","3,186","1,733",15.5,46.7,24.4,13.3
TN,Jackson ,"1,846","4,014","1,942",772,21.5,46.8,22.6,9
TN,Jefferson ,"5,827","14,575","10,925","6,159",15.5,38.9,29.1,16.4
TN,Johnson ,"2,772","5,687","3,571","1,538",20.4,41.9,26.3,11.3
TN,Knox ,"27,363","78,592","86,557","111,579",9,25.8,28.5,36.7
TN,Lake ,"1,498","2,480","1,092",591,26.5,43.8,19.3,10.4
TN,Lauderdale ,"4,127","7,989","4,246","1,570",23,44.6,23.7,8.8
TN,Lawrence ,"5,045","12,953","7,286","3,604",17.5,44.8,25.2,12.5
TN,Lewis ,"1,297","3,488","2,685",970,15.4,41.3,31.8,11.5
TN,Lincoln ,"4,008","9,664","5,617","4,454",16.9,40.7,23.7,18.8
TN,Loudon ,"5,397","12,763","9,683","9,921",14.3,33.8,25.6,26.3
TN,McMinn ,"5,665","15,867","9,800","5,880",15.2,42.6,26.3,15.8
TN,McNairy ,"3,456","8,023","4,362","2,310",19,44.2,24,12.7
TN,Macon ,"3,348","7,306","3,581","1,586",21.2,46.2,22.6,10
TN,Madison ,"7,603","22,363","18,114","16,810",11.7,34.5,27.9,25.9
TN,Marion ,"3,842","8,008","6,088","2,355",18.9,39.5,30,11.6
TN,Marshall ,"3,363","9,354","6,262","3,179",15.2,42.2,28.3,14.3
TN,Maury ,"6,556","22,132","19,668","13,498",10.6,35.8,31.8,21.8
TN,Meigs ,"1,334","3,901","2,451",903,15.5,45.4,28.5,10.5
TN,Monroe ,"6,822","13,004","8,401","4,142",21.1,40.2,26,12.8
TN,Montgomery ,"9,090","35,180","43,848","32,983",7.5,29.1,36.2,27.2
TN,Moore ,655,"1,912","1,044",942,14.4,42,22.9,20.7
TN,Morgan ,"2,930","7,878","3,698","1,145",18.7,50.3,23.6,7.3
TN,Obion ,"3,541","9,580","5,057","3,194",16.6,44.8,23.7,14.9
TN,Overton ,"3,146","6,963","3,268","2,019",20.4,45.2,21.2,13.1
TN,Perry ,"1,439","1,976","1,514",642,25.8,35.5,27.2,11.5
TN,Pickett ,906,"1,563","1,021",332,23.7,40.9,26.7,8.7
TN,Polk ,"2,402","4,772","3,680","1,344",19.7,39.1,30.2,11
TN,Putnam ,"6,860","18,133","11,564","12,473",14,37,23.6,25.4
TN,Rhea ,"4,785","8,192","5,728","3,349",21.7,37.1,26,15.2
TN,Roane ,"4,608","14,447","12,303","7,579",11.8,37.1,31.6,19.5
TN,Robertson ,"5,856","18,263","14,066","8,712",12.5,38.9,30,18.6
TN,Rutherford ,"16,820","54,236","59,409","61,339",8.8,28.3,31,32
TN,Scott ,"3,160","6,699","3,632","1,392",21.2,45,24.4,9.4
TN,Sequatchie ,"1,839","4,114","3,023","1,531",17.5,39.2,28.8,14.6
TN,Sevier ,"11,002","24,905","20,759","11,714",16.1,36.4,30.4,17.1
TN,Shelby ,"72,057","167,979","180,080","189,720",11.8,27.5,29.5,31.1
TN,Smith ,"1,997","6,304","3,481","1,663",14.9,46.9,25.9,12.4
TN,Stewart ,"1,370","4,044","2,696","1,415",14.4,42.5,28.3,14.9
TN,Sullivan ,"15,302","39,550","33,055","25,934",13.4,34.7,29,22.8
TN,Sumner ,"12,315","38,135","39,067","33,020",10.1,31.1,31.9,26.9
TN,Tipton ,"5,356","15,694","12,945","6,809",13.1,38.5,31.7,16.7
TN,Trousdale ,"1,307","2,291","1,879","1,108",19.8,34.8,28.5,16.8
TN,Unicoi ,"2,031","5,332","3,859","1,953",15.4,40.5,29.3,14.8
TN,Union ,"3,236","6,263","2,954","1,162",23.8,46,21.7,8.5
TN,Van Buren ,855,"2,115",914,363,20.1,49.8,21.5,8.5
TN,Warren ,"5,794","11,915","6,133","3,879",20.9,43,22.1,14
TN,Washington ,"9,861","24,962","23,877","28,075",11.4,28.8,27.5,32.4
TN,Wayne ,"2,477","5,417","2,939","1,363",20.3,44.4,24.1,11.2
TN,Weakley ,"3,368","8,156","5,332","4,629",15.7,38,24.8,21.5
TN,White ,"3,330","8,103","4,703","2,525",17.8,43.4,25.2,13.5
TN,Williamson ,"6,286","19,139","32,654","83,611",4.4,13.5,23,59
TN,Wilson ,"8,013","27,216","27,862","27,857",8.8,29.9,30.6,30.6
TX,Anderson ,"8,351","15,224","13,503","4,931",19.9,36.2,32.1,11.7
TX,Andrews ,"2,695","3,898","2,914","1,103",25.4,36.7,27.5,10.4
TX,Angelina ,"10,826","18,265","18,808","9,344",18.9,31.9,32.9,16.3
TX,Aransas ,"2,742","5,392","6,066","3,936",15.1,29.7,33.4,21.7
TX,Archer ,558,"2,057","2,117","1,449",9,33.3,34.3,23.4
TX,Armstrong ,164,345,576,328,11.6,24.4,40.8,23.2
TX,Atascosa ,"7,032","12,335","7,439","4,110",22.7,39.9,24.1,13.3
TX,Austin ,"3,402","5,906","6,086","4,740",16.9,29.3,30.2,23.5
TX,Bailey ,"1,142","1,553",932,780,25.9,35.2,21.1,17.7
TX,Bandera ,"1,781","5,301","5,626","3,970",10.7,31.8,33.7,23.8
TX,Bastrop ,"10,334","15,984","17,027","11,083",19,29.4,31.3,20.4
TX,Baylor ,290,822,919,498,11.5,32.5,36.3,19.7
TX,Bee ,"5,851","7,751","6,380","2,259",26.3,34.9,28.7,10.2
TX,Bell ,"19,504","53,563","83,008","50,770",9.4,25.9,40.1,24.5
TX,Bexar ,"197,870","308,714","379,838","337,748",16.2,25.2,31,27.6
TX,Blanco ,791,"2,433","2,942","2,297",9.3,28.7,34.8,27.1
TX,Borden ,32,121,148,162,6.9,26.1,32,35
TX,Bosque ,"1,941","4,638","4,007","2,403",14.9,35.7,30.8,18.5
TX,Bowie ,"7,515","22,063","21,285","12,626",11.8,34.8,33.5,19.9
TX,Brazoria ,"28,305","58,155","75,317","68,439",12.3,25.3,32.7,29.7
TX,Brazos ,"15,388","22,639","30,181","47,079",13.3,19.6,26.2,40.8
TX,Brewster ,992,"1,370","1,718","2,652",14.7,20.4,25.5,39.4
TX,Briscoe ,148,366,333,249,13.5,33.4,30.4,22.7
TX,Brooks ,"1,240","1,139","1,033",731,29.9,27.5,24.9,17.6
TX,Brown ,"3,564","9,180","8,006","4,972",13.9,35.7,31.1,19.3
TX,Burleson ,"2,168","4,864","3,244","2,120",17.5,39.2,26.2,17.1
TX,Burnet ,"3,813","9,992","10,238","8,072",11.9,31.1,31.9,25.1
TX,Caldwell ,"5,627","9,883","7,071","3,914",21.2,37.3,26.7,14.8
TX,Calhoun ,"2,788","4,819","4,699","2,169",19.3,33.3,32.5,15
TX,Callahan ,"1,139","3,659","3,000","1,839",11.8,38,31.1,19.1
TX,Cameron ,"80,565","63,733","58,823","42,411",32.8,26,24,17.3
TX,Camp ,"1,290","2,981","2,524","1,550",15.5,35.7,30.2,18.6
TX,Carson ,258,"1,160","1,389","1,225",6.4,28.8,34.4,30.4
TX,Cass ,"3,067","9,155","5,458","3,459",14.5,43.3,25.8,16.4
TX,Castro ,"1,234","1,518","1,265",700,26.2,32.2,26.8,14.8
TX,Chambers ,"3,250","7,445","9,378","5,489",12.7,29.1,36.7,21.5
TX,Cherokee ,"6,989","10,640","10,483","5,708",20.7,31.5,31,16.9
TX,Childress ,797,"1,929","1,374",858,16.1,38.9,27.7,17.3
TX,Clay ,703,"2,958","2,440","1,393",9.4,39.5,32.6,18.6
TX,Cochran ,603,577,534,154,32.3,30.9,28.6,8.2
TX,Coke ,396,867,782,422,16.1,35.1,31.7,17.1
TX,Coleman ,"1,115","2,094","1,975",957,18.2,34.1,32.2,15.6
TX,Collin ,"39,131","91,405","167,196","318,998",6.3,14.8,27.1,51.7
TX,Collingsworth ,479,613,542,369,23.9,30.6,27.1,18.4
TX,Colorado ,"2,651","5,218","3,794","2,673",18.5,36.4,26.5,18.6
TX,Comal ,"7,102","24,400","29,250","33,117",7.6,26,31.2,35.3
TX,Comanche ,"1,530","3,419","2,625","1,866",16.2,36.2,27.8,19.8
TX,Concho ,"1,133",841,659,357,37.9,28.1,22,11.9
TX,Cooke ,"3,683","8,382","9,098","5,471",13.8,31.5,34.2,20.5
TX,Coryell ,"5,609","13,217","21,029","7,402",11.9,28,44.5,15.7
TX,Cottle ,222,340,313,158,21.5,32.9,30.3,15.3
TX,Crane ,668,885,974,359,23.1,30.7,33.7,12.4
TX,Crockett ,508,822,731,338,21.2,34.3,30.5,14.1
TX,Crosby ,895,"1,348","1,030",480,23.8,35.9,27.4,12.8
TX,Culberson ,517,598,324,142,32.7,37.8,20.5,9
TX,Dallam ,"1,348","1,161","1,273",597,30.8,26.5,29.1,13.6
TX,Dallas ,"351,441","372,587","418,128","506,554",21.3,22.6,25.4,30.7
TX,Dawson ,"2,256","3,029","1,955","1,037",27.3,36.6,23.6,12.5
TX,Deaf Smith ,"2,994","3,797","2,959","1,350",27,34.2,26.7,12.2
TX,Delta ,513,"1,208","1,085",759,14.4,33.9,30.4,21.3
TX,Denton ,"39,610","95,181","157,391","234,003",7.5,18.1,29.9,44.5
TX,DeWitt ,"2,767","5,705","4,218","1,862",19,39.2,29,12.8
TX,Dickens ,296,548,492,267,18.5,34.2,30.7,16.7
TX,Dimmit ,"2,137","2,170","1,303",924,32.7,33.2,19.9,14.1
TX,Donley ,266,720,825,446,11.8,31.9,36.6,19.8
TX,Duval ,"2,386","2,254","1,942",672,32.9,31.1,26.8,9.3
TX,Eastland ,"2,053","4,451","4,376","1,673",16.4,35.5,34.9,13.3
TX,Ector ,"22,442","28,230","28,452","14,604",23.9,30.1,30.4,15.6
TX,Edwards ,363,434,387,311,24.3,29,25.9,20.8
TX,Ellis ,"15,495","30,531","37,049","24,996",14.3,28.3,34.3,23.1
TX,El Paso ,"114,276","121,278","157,099","115,744",22.5,23.9,30.9,22.8
TX,Erath ,"3,289","5,548","7,795","7,027",13.9,23.4,32.9,29.7
TX,Falls ,"2,763","4,562","3,157","1,553",23,37.9,26.2,12.9
TX,Fannin ,"3,615","8,622","7,789","4,026",15,35.8,32.4,16.7
TX,Fayette ,"2,846","7,265","4,653","3,262",15.8,40.3,25.8,18.1
TX,Fisher ,383,932,908,495,14.1,34.3,33.4,18.2
TX,Floyd ,"1,014","1,067","1,133",609,26.5,27.9,29.6,15.9
TX,Foard ,236,300,341,170,22.5,28.7,32.6,16.2
TX,Fort Bend ,"46,214","83,705","124,372","217,907",9.8,17.7,26.3,46.1
TX,Franklin ,820,"2,175","2,550","1,715",11.3,30,35.1,23.6
TX,Freestone ,"2,471","4,549","5,027","1,807",17.8,32.8,36.3,13
TX,Frio ,"4,035","4,319","2,869",865,33.4,35.7,23.7,7.2
TX,Gaines ,"4,326","3,272","2,165","1,379",38.8,29.4,19.4,12.4
TX,Galveston ,"25,770","55,710","71,449","65,692",11.8,25.5,32.7,30
TX,Garza ,"1,776","1,281",901,639,38.6,27.9,19.6,13.9
TX,Gillespie ,"2,047","5,896","4,804","6,508",10.6,30.6,24.9,33.8
TX,Glasscock ,253,183,237,203,28.9,20.9,27.1,23.2
TX,Goliad ,650,"1,614","2,068",925,12.4,30.7,39.3,17.6
TX,Gonzales ,"3,200","5,503","2,949","1,636",24.1,41.4,22.2,12.3
TX,Gray ,"3,007","4,883","5,203","2,016",19.9,32.3,34.4,13.3
TX,Grayson ,"9,936","26,822","32,342","17,790",11.4,30.9,37.2,20.5
TX,Gregg ,"12,869","22,830","27,367","16,522",16.2,28.7,34.4,20.8
TX,Grimes ,"3,872","6,745","5,583","2,773",20.4,35.6,29.4,14.6
TX,Guadalupe ,"11,499","31,336","30,548","27,891",11.4,30.9,30.2,27.5
TX,Hale ,"4,976","7,081","5,382","3,454",23.8,33.9,25.8,16.5
TX,Hall ,503,600,682,299,24.1,28.8,32.7,14.3
TX,Hamilton ,"1,095","2,000","1,542","1,288",18.5,33.8,26,21.7
TX,Hansford ,"1,052",942,899,484,31.2,27.9,26.6,14.3
TX,Hardeman ,571,952,803,396,21,35,29.5,14.5
TX,Hardin ,"4,588","14,891","12,548","5,765",12.1,39.4,33.2,15.3
TX,Harris ,"557,077","678,269","782,296","905,727",19.1,23.2,26.8,31
TX,Harrison ,"6,591","15,027","13,781","8,360",15.1,34.3,31.5,19.1
TX,Hartley ,796,"1,663","1,132",744,18.4,38.4,26.1,17.2
TX,Haskell ,"1,145","1,421","1,000",552,27.8,34.5,24.3,13.4
TX,Hays ,"12,773","27,163","36,131","45,518",10.5,22.3,29.7,37.4
TX,Hemphill ,501,715,711,513,20.5,29.3,29.1,21
TX,Henderson ,"9,317","19,091","17,861","10,306",16.5,33.7,31.6,18.2
TX,Hidalgo ,"168,031","109,847","108,503","86,872",35.5,23.2,22.9,18.4
TX,Hill ,"4,257","8,357","7,400","4,132",17.6,34.6,30.6,17.1
TX,Hockley ,"3,447","3,818","5,082","2,007",24,26.6,35.4,14
TX,Hood ,"4,357","12,296","13,663","10,698",10.6,30,33.3,26.1
TX,Hopkins ,"3,956","8,800","7,090","4,449",16.3,36.2,29.2,18.3
TX,Houston ,"3,295","6,157","4,880","2,360",19.7,36.9,29.2,14.1
TX,Howard ,"5,200","8,382","8,318","3,070",20.8,33.6,33.3,12.3
TX,Hudspeth ,"1,263",842,447,188,46.1,30.7,16.3,6.9
TX,Hunt ,"9,138","21,259","18,753","11,792",15,34.9,30.8,19.3
TX,Hutchinson ,"2,052","4,728","5,414","1,947",14.5,33.4,38.3,13.8
TX,Irion ,73,362,402,170,7.2,35.9,39.9,16.9
TX,Jack ,"1,208","2,406","1,693",766,19.9,39.6,27.9,12.6
TX,Jackson ,"1,651","3,243","3,359","1,587",16.8,33,34.1,16.1
TX,Jasper ,"3,686","10,681","6,615","2,965",15.4,44.6,27.6,12.4
TX,Jeff Davis ,254,387,467,598,14.9,22.7,27.4,35.1
TX,Jefferson ,"27,058","55,151","53,962","33,160",16,32.6,31.9,19.6
TX,Jim Hogg ,812,"1,183",766,387,25.8,37.6,24.3,12.3
TX,Jim Wells ,"6,543","9,449","6,495","3,266",25.4,36.7,25.2,12.7
TX,Johnson ,"16,223","36,008","34,875","19,545",15.2,33.8,32.7,18.3
TX,Jones ,"3,181","5,923","3,922","1,689",21.6,40.3,26.7,11.5
TX,Karnes ,"2,498","3,840","2,631","1,511",23.8,36.6,25.1,14.4
TX,Kaufman ,"10,550","25,276","24,654","15,799",13.8,33.1,32.3,20.7
TX,Kendall ,"1,985","6,088","8,908","11,768",6.9,21.2,31,40.9
TX,Kenedy ,274,87,24,28,66.3,21.1,5.8,6.8
TX,Kent ,104,182,139,131,18.7,32.7,25,23.6
TX,Kerr ,"4,279","10,207","13,169","9,496",11.5,27.5,35.4,25.6
TX,Kimble ,509,"1,008","1,008",715,15.7,31.1,31.1,22.1
TX,King ,23,60,47,29,14.5,37.7,29.6,18.2
TX,Kinney ,731,979,772,265,26.6,35.6,28.1,9.6
TX,Kleberg ,"3,598","4,350","5,028","4,287",20.8,25.2,29.1,24.8
TX,Knox ,464,771,675,467,19.5,32.4,28.4,19.6
TX,Lamar ,"5,201","11,329","11,230","5,916",15.4,33.6,33.3,17.6
TX,Lamb ,"2,167","2,720","2,133","1,331",25.9,32.6,25.5,15.9
TX,Lampasas ,"1,362","4,052","6,121","2,881",9.4,28.1,42.5,20
TX,La Salle ,"1,606","2,150",639,664,31.7,42.5,12.6,13.1
TX,Lavaca ,"2,022","5,654","3,762","2,294",14.7,41.2,27.4,16.7
TX,Lee ,"1,865","4,253","3,618","1,836",16.1,36.8,31.3,15.9
TX,Leon ,"2,117","4,664","3,277","1,967",17.6,38.8,27.3,16.4
TX,Liberty ,"12,071","20,993","15,267","5,056",22.6,39.3,28.6,9.5
TX,Limestone ,"3,040","5,611","5,188","2,260",18.9,34.9,32.2,14
TX,Lipscomb ,406,757,669,443,17.8,33.3,29.4,19.5
TX,Live Oak ,"1,828","3,028","2,775","1,156",20.8,34.5,31.6,13.2
TX,Llano ,"2,321","4,295","5,695","4,251",14,25.9,34.4,25.7
TX,Loving ,17,15,43,0,22.7,20,57.3,0
TX,Lubbock ,"25,227","46,606","54,067","51,557",14.2,26.3,30.5,29.1
TX,Lynn ,909,"1,126","1,077",693,23.9,29.6,28.3,18.2
TX,McCulloch ,"1,139","1,741","1,749","1,086",19.9,30.5,30.6,19
TX,McLennan ,"23,575","41,380","49,587","35,492",15.7,27.6,33.1,23.7
TX,McMullen ,45,200,111,108,9.7,43.1,23.9,23.3
TX,Madison ,"1,939","3,754","2,675","1,321",20,38.7,27.6,13.6
TX,Marion ,"1,250","3,083","2,114","1,126",16.5,40.7,27.9,14.9
TX,Martin ,755,"1,023",842,670,22.9,31.1,25.6,20.4
TX,Mason ,352,974,"1,055",595,11.8,32.7,35.5,20
TX,Matagorda ,"5,250","7,643","7,223","4,028",21.7,31.7,29.9,16.7
TX,Maverick ,"13,145","7,141","8,239","4,081",40.3,21.9,25.3,12.5
TX,Medina ,"5,601","10,189","10,645","6,527",17,30.9,32.3,19.8
TX,Menard ,315,603,493,305,18.4,35.1,28.7,17.8
TX,Midland ,"16,562","26,517","31,353","28,049",16.2,25.9,30.6,27.4
TX,Milam ,"2,942","6,320","4,999","2,285",17.8,38.2,30.2,13.8
TX,Mills ,666,"1,038","1,087",620,19.5,30.4,31.9,18.2
TX,Mitchell ,"1,225","2,152","1,711",681,21.2,37.3,29.7,11.8
TX,Montague ,"1,966","5,083","4,401","2,096",14.5,37.5,32.5,15.5
TX,Montgomery ,"45,597","80,427","109,691","125,054",12.6,22.3,30.4,34.7
TX,Moore ,"4,171","2,916","3,637","1,792",33.3,23.3,29.1,14.3
TX,Morris ,"1,009","3,536","2,786","1,342",11.6,40.8,32.1,15.5
TX,Motley ,109,238,312,132,13.8,30.1,39.4,16.7
TX,Nacogdoches ,"6,274","10,944","11,080","9,177",16.7,29.2,29.6,24.5
TX,Navarro ,"6,879","9,315","10,371","5,114",21.7,29.4,32.7,16.1
TX,Newton ,"1,582","4,050","3,215",861,16.3,41.7,33.1,8.9
TX,Nolan ,"1,821","3,178","3,127","1,487",18.9,33.1,32.5,15.5
TX,Nueces ,"41,214","67,576","74,846","50,403",17.6,28.9,32,21.5
TX,Ochiltree ,"1,527","1,940","1,771",936,24.7,31.4,28.7,15.2
TX,Oldham ,165,384,342,259,14.3,33.4,29.7,22.5
TX,Orange ,"6,566","21,728","19,213","8,556",11.7,38.8,34.3,15.3
TX,Palo Pinto ,"3,099","6,953","6,066","3,187",16.1,36,31.4,16.5
TX,Panola ,"2,580","5,285","5,476","2,444",16.3,33.5,34.7,15.5
TX,Parker ,"9,535","25,111","29,136","23,302",10.9,28.8,33.5,26.8
TX,Parmer ,"1,768","1,893","1,318","1,069",29.2,31.3,21.8,17.7
TX,Pecos ,"3,225","3,858","2,465","1,032",30.5,36.5,23.3,9.8
TX,Polk ,"6,800","12,601","10,134","4,799",19.8,36.7,29.5,14
TX,Potter ,"17,224","24,126","23,670","11,290",22.6,31.6,31,14.8
TX,Presidio ,"2,191",881,607,923,47.6,19.1,13.2,20.1
TX,Rains ,"1,289","3,545","2,646",993,15.2,41.8,31.2,11.7
TX,Randall ,"7,072","19,061","32,985","27,833",8.1,21.9,37.9,32
TX,Reagan ,462,878,701,242,20.2,38.5,30.7,10.6
TX,Real ,374,687,876,503,15.3,28.2,35.9,20.6
TX,Red River ,"1,369","3,539","2,789","1,107",15.5,40.2,31.7,12.6
TX,Reeves ,"3,640","2,779","2,568","1,086",36.1,27.6,25.5,10.8
TX,Refugio ,947,"1,799","1,576",578,19.3,36.7,32.2,11.8
TX,Roberts ,51,157,210,149,9,27.7,37,26.3
TX,Robertson ,"1,843","4,179","3,540","1,839",16.2,36.7,31,16.1
TX,Rockwall ,"4,761","11,864","19,554","24,403",7.9,19.6,32.3,40.3
TX,Runnels ,"1,497","2,435","1,762","1,274",21.5,34.9,25.3,18.3
TX,Rusk ,"7,260","11,522","12,482","5,310",19.9,31.5,34.1,14.5
TX,Sabine ,"1,097","3,117","2,504","1,276",13.7,39,31.3,16
TX,San Augustine ,"1,175","2,390","1,743",816,19.2,39,28.5,13.3
TX,San Jacinto ,"3,178","9,787","4,654","2,160",16.1,49.5,23.5,10.9
TX,San Patricio ,"8,741","13,974","13,653","6,368",20.5,32.7,31.9,14.9
TX,San Saba ,"1,092","1,433","1,104",610,25.8,33.8,26,14.4
TX,Schleicher ,430,481,760,330,21.5,24,38,16.5
TX,Scurry ,"2,491","3,629","3,261","1,857",22.2,32.3,29,16.5
TX,Shackelford ,346,507,832,560,15.4,22.6,37.1,24.9
TX,Shelby ,"4,072","5,444","4,438","2,366",25,33.4,27.2,14.5
TX,Sherman ,491,581,607,413,23.5,27.8,29,19.7
TX,Smith ,"21,656","35,529","51,517","37,849",14.8,24.2,35.2,25.8
TX,Somervell ,727,"2,060","1,755","1,430",12.2,34.5,29.4,23.9
TX,Starr ,"17,148","8,830","5,709","3,658",48.5,25,16.2,10.3
TX,Stephens ,"1,473","1,916","1,965","1,068",22.9,29.8,30.6,16.6
TX,Sterling ,110,359,189,124,14.1,45.9,24.2,15.9
TX,Stonewall ,105,431,318,135,10.6,43.6,32.2,13.7
TX,Sutton ,658,796,735,470,24.7,29.9,27.6,17.7
TX,Swisher ,"1,355","1,605","1,452",647,26.8,31.7,28.7,12.8
TX,Tarrant ,"185,596","309,229","389,565","405,976",14.4,24,30.2,31.5
TX,Taylor ,"9,669","25,030","27,994","20,366",11.6,30.1,33.7,24.5
TX,Terrell ,133,208,266,110,18.5,29,37.1,15.3
TX,Terry ,"2,536","2,541","1,989",963,31.6,31.6,24.8,12
TX,Throckmorton ,166,415,331,214,14.7,36.9,29.4,19
TX,Titus ,"4,818","6,500","5,406","3,160",24.2,32.7,27.2,15.9
TX,Tom Green ,"10,768","22,881","23,315","18,162",14.3,30.5,31,24.2
TX,Travis ,"89,298","137,546","194,600","398,329",10.9,16.8,23.7,48.6
TX,Trinity ,"1,772","4,005","3,538","1,365",16.6,37.5,33.1,12.8
TX,Tyler ,"2,361","6,681","4,190","1,889",15.6,44.2,27.7,12.5
TX,Upshur ,"4,321","9,400","9,172","4,695",15.7,34.1,33.2,17
TX,Upton ,503,927,653,228,21.8,40.1,28.3,9.9
TX,Uvalde ,"4,651","4,519","5,004","2,650",27.6,26.9,29.7,15.8
TX,Val Verde ,"9,332","6,981","7,591","5,460",31.8,23.8,25.9,18.6
